	Domain	Phylum	Class	Order	Family	Genus
N11868	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
N11869	Bacteria	NA	NA	NA	NA	NA
N11870	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N11871	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
N11887	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116_clade	NA	NA
N11888	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
N11889	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
N11890	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N11891	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N11892	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella
N11893	Bacteria	NA	NA	NA	NA	NA
N11894	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea
N11918	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	NA	NA
N11919	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N11920	Bacteria	NA	NA	NA	NA	NA
N11923	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
N11924	Bacteria	NA	NA	NA	NA	NA
N11925	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	NA
N11926	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
N11927	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N11928	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
N11931	Bacteria	NA	NA	NA	NA	NA
N11932	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oleispira
N11933	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas
N11934	Bacteria	Verrucomicrobia	Opitutae	Opitutae_vadinHA64	NA	NA
N11935	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N11936	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N11937	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N11939	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
N11940	Bacteria	NA	NA	NA	NA	NA
N11941	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA
N11942	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA
N11946	Bacteria	NA	NA	NA	NA	NA
N11947	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N11948	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	NA
N11949	Bacteria	Gracilibacteria	NA	NA	NA	NA
N11957	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AT-s3-44	NA
N11958	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N11960	Bacteria	NA	NA	NA	NA	NA
N11970	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
N11972	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
N11973	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Cryptoprodotis
N11974	Bacteria	NA	NA	NA	NA	NA
N11975	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio
N11976	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
N11977	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N11978	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N11981	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA
N11982	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Caedibacter
N11983	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax
N11984	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N11985	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Fangia
N11986	Bacteria	NA	NA	NA	NA	NA
N11987	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax
N11988	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	NA	NA
N11989	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA
N12102	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N12154	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	NA
N12155	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N12156	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	NA	NA
N12157	Bacteria	NA	NA	NA	NA	NA
N12158	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N12159	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N12164	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N12166	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
N12167	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
N12168	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N12176	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N12178	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N12187	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N12188	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N12189	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N12190	Bacteria	Proteobacteria	NA	NA	NA	NA
N12192	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	NA
N12193	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
N12194	Bacteria	Proteobacteria	NA	NA	NA	NA
N12195	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N12201	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N12202	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas
N12204	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	NA	NA
N12205	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N12206	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
N12207	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NA	NA
N12231	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Caedibacter
N12232	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
N12233	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade	SAR202_Clade	NA
N12235	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	NA
N12237	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N12249	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N12250	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
N12251	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira
N12268	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ic	NA
N12420	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	NA	NA
N12421	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Robiginitalea
N12422	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA
N12435	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N12436	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
N12437	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N12438	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N12448	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N12449	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N12450	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	MWH-UniP1_aquatic_group
N12451	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	NA
N12452	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
N12453	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N12454	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	NA
N12455	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	NA	NA
N12456	Bacteria	Proteobacteria	NA	NA	NA	NA
N12457	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	NA	NA
N12470	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7_marine_group	NA
N12472	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rubripirellula
N12475	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	NA
N12497	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N12498	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N12499	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N12500	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	NA
N12501	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N12502	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
N12503	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia
N12504	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
N12505	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N12507	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
N12508	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N12567	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
N12568	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N12569	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N12581	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera
N12582	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N12583	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter
N12584	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	NA
N12601	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N12602	Bacteria	Acidobacteria	Subgroup_26	NA	NA	NA
N12603	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N12604	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N12605	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N12618	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	NA
N12619	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N12621	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N12622	Bacteria	Proteobacteria	NA	NA	NA	NA
N12623	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium
N12624	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N12645	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N12646	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N12672	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N12675	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N12676	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella
N12678	Bacteria	Gemmatimonadetes	Gemmatimonadetes	PAUC43f_marine_benthic_group	NA	NA
N12680	Bacteria	NA	NA	NA	NA	NA
N12683	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
N12706	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N12707	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
N12708	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Caedibacter
N12709	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N12710	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita
N12711	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
N12712	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Dinoroseobacter
N12713	Bacteria	NA	NA	NA	NA	NA
N12714	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea
N12715	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	NA	NA
N12716	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N12717	Bacteria	Verrucomicrobia	Opitutae	Opitutae_vadinHA64	NA	NA
N12744	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N12745	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N12746	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N12751	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N12752	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola
N12756	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N12757	Bacteria	Planctomycetes	OM190	NA	NA	NA
N12758	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
N12759	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N12764	Bacteria	NA	NA	NA	NA	NA
N12765	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	NA
N12766	Bacteria	NA	NA	NA	NA	NA
N12767	Bacteria	NA	NA	NA	NA	NA
N12768	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N12769	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N12778	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N12779	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N12780	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N12781	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
N12782	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N12783	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N12784	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N12785	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
N12786	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	V1F82b	NA
N12787	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N12788	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N12806	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella
N12807	Bacteria	NA	NA	NA	NA	NA
N12808	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N12809	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N12810	Bacteria	NA	NA	NA	NA	NA
N12813	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	NA	NA
N12824	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	EV818SWSAP88	NA
N12825	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	NA	NA
N12826	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Gigarickettsia
N12827	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N12828	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N12829	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	NA
N12830	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Aureispira
N12831	Bacteria	NA	NA	NA	NA	NA
N12838	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Marinicella
N12839	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N12840	Bacteria	Bacteroidetes	NA	NA	NA	NA
N12841	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	NA
N12842	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Caedibacter
N12843	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N12844	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N12846	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N12847	Bacteria	Proteobacteria	NA	NA	NA	NA
N12848	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
N12849	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
N12850	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N12851	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N12853	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
N13091	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N13092	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA
N13093	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
N13094	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
N13096	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	NA	NA
N13097	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
N13098	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N13099	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
N13101	Bacteria	Proteobacteria	NA	NA	NA	NA
N13102	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Gigarickettsia
N13103	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Maricurvus
N13122	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
N13123	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA
N13125	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
N13126	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
N13127	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N13128	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N13130	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Gven-D09	NA
N13131	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N13145	Bacteria	NA	NA	NA	NA	NA
N13159	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Tunicatimonas
N13160	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N13161	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
N13163	Bacteria	NA	NA	NA	NA	NA
N13166	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia
N13167	NA	NA	NA	NA	NA	NA
N13181	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	NA
N13182	Bacteria	Planctomycetes	SPG12-401-411-B72	NA	NA	NA
N13183	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oleispira
N13184	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N13185	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquibacter
N13186	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	marine_group
N13187	Bacteria	Gracilibacteria	NA	NA	NA	NA
N13188	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N13209	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N13210	Bacteria	NA	NA	NA	NA	NA
N13211	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N13213	Bacteria	Lentisphaerae	SS1-B-03-39	NA	NA	NA
N13214	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N13215	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Porifericola
N13234	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N13236	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	NA	NA
N13251	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N13253	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA
N13254	Bacteria	Proteobacteria	NA	NA	NA	NA
N13255	Bacteria	NA	NA	NA	NA	NA
N13480	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6	NA
N13496	Bacteria	Proteobacteria	NA	NA	NA	NA
N13497	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N13498	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N13500	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N13501	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	NA
N13502	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	NA
N13503	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N13504	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N13506	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA
N13507	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N13508	Bacteria	Proteobacteria	NA	NA	NA	NA
N13509	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	NA
N13510	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade
N13511	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N13512	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
N13513	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N13514	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	NA
N13525	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax
N13526	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	NA
N13527	Bacteria	NA	NA	NA	NA	NA
N13528	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N13529	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium
N13530	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Dinoroseobacter
N13532	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N13533	Bacteria	NA	NA	NA	NA	NA
N13547	Bacteria	Verrucomicrobia	Opitutae	NA	NA	NA
N13550	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N13552	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N13553	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
N13558	Bacteria	Proteobacteria	NA	NA	NA	NA
N13559	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N13560	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N13575	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N13578	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N13583	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
